element	sp_num	obs_wl_vac(nm)	unc_obs_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref
N	3	"451.613"	"0.010"	"120"	"6.80e+07"	B	"35.67111"	"38.41648"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4D"	"7/2"		"T7192LS"	"L3513"
N	2	"453.168"	"0.010"	"360"	""		""	""	""	""	""	""	""	""		""	"L3513"
O	2	"456.4457"	"0.0010"	"4"	"7.18e+05"	C	"26.2254001"	"28.941697"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		"T6172"	"L10621"
O	2	"459.2258"	"0.0010"	"22"	"8.85e+07"	B+	"25.661218"	"28.361069"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2F*"	"7/2"		"T6172n"	"L10621"
O	2	"459.7248"	"0.0010"	"7"	"4.87e+06"	B	"25.661218"	"28.358142"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2F*"	"5/2"		"T6172n"	"L10621"
O	2	"459.7463"	"0.0010"	"20"	"8.34e+07"	B+	"25.661347"	"28.358142"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2F*"	"5/2"		"T6172n"	"L10621,L3448"
B	3	"459.86"	"0.03"	"25*"	""		"228.4797"	"231.1759"	"1s.2s.(3S).4d"	"4D"	"1/2,3/2,5/2,7/2"	"1s.2s.(3S).5p"	"4P*"	"1/2,3/2,5/2"		""	"L12547"
B	3	"459.86"	"0.03"	"25*"	""		"232.6546"	"235.3507"	"1s.2p.(3P*).4p"	"4P"	"1/2,3/2,5/2"	"1s.2p.(3P*).5s"	"4P*"	"1/2,3/2,5/2"		""	"L12547"
N	2	"460.277"	"0.010"	"550"	"2.22e+07"	B+	"18.466228"	"21.159916"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3P"	"2"		"T7333"	"L3513"
O	2	"460.3417"	"0.0010"	"12"	""		"29.0622429"	"31.7555502"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f F"	"2[3]*"	"5/2"		""	"L10621"
O	2	"460.4518"	"0.0010"	"3"	"3.63e+05"	C	"26.2490334"	"28.941697"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		"T6172"	"L10621"
N	5	"460.502"	"0.010"	"350"	"4.14e+07"	A	"56.55249"	"59.24486"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"3/2"		"T5118LS"	"L4829"
N	4	"460.762"	"0.010"	"90"	""		""	""	""	""	""	""	""	""		""	"L4738"
N	2	"460.845"	"0.010"	"450"	"3.15e+07"	B+	"18.462312"	"21.152682"	"2s2.2p.3s"	"3P*"	"0"	"2s2.2p.3p"	"3P"	"1"		"T7333"	"L3513"
O	2	"461.0733"	"0.0010"	"14"	""		"29.0686699"	"31.7577077"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f F"	"2[4]*"	"7/2"		""	"L10621"
O	2	"461.1494"	"0.0010"	"12"	""		"29.0622429"	"31.7508339"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f F"	"2[2]*"	"5/2"		""	"L10621"
O	2	"461.2362"	"0.0010"	"3"	""		"29.0622429"	"31.7503204"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f F"	"2[2]*"	"3/2"		""	"L10621"
B	2	"461.242"	"0.020"	"25*"	"4.7e+04"	D	"21.268988"	"23.95703"	"1s2.2s.4p"	"3P*"	"0"	"1s2.2p.3p"	"3S"	"1"		"u27,LS"	"L12120"
B	2	"461.242"	"0.020"	"25*"	"2.4e+05"	D	"21.268988"	"23.95703"	"1s2.2s.4p"	"3P*"	"2"	"1s2.2p.3p"	"3S"	"1"		"u27,LS"	"L12120"
O	2	"461.4429"	"0.0010"	"7"	""		"29.0686699"	"31.7555502"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f F"	"2[3]*"	"5/2"		""	"L10621"
O	2	"461.4973"	"0.0010"	"8"	""		"29.0686699"	"31.7552335"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f F"	"2[3]*"	"7/2"		""	"L10621"
N	2	"461.516"	"0.010"	"360"	"2.12e+07"	B+	"18.466228"	"21.152682"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3P"	"1"		"T7333"	"L3513"
C	2	"461.969"	"0.009"	"87h,u"	"1.93e+08"	B+	"24.789558"	"27.473311"	"2s.2p.(3P*).3d"	"2F*"	"5/2"	"2s.2p.(3P*).4f"	"2G"	"7/2"		"T2440"	"L1176"
C	2	"462.052"	"0.009"	"150h,u"	"2.06e+08"	B	"24.794748"	"27.478084"	"2s.2p.(3P*).3d"	"2F*"	"7/2"	"2s.2p.(3P*).4f"	"2G"	"9/2"		"T10528"	"L1176"
N	5	"462.127"	"0.010"	"250"	"4.10e+07"	A	"56.55249"	"59.23540"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"1/2"		"T5118LS"	"L4829"
C	2	"462.164"	"0.003"	"70*"	"7.8e+06"	D+	"20.844740"	"23.527470"	"2s2.4d"	"2D"	"3/2"	"2s2.8f"	"2F*"	"5/2"		"T7476"	"L21568"
C	2	"462.164"	"0.003"	"70*"	"8.32e+06"	B	"20.844765"	"23.527471"	"2s2.4d"	"2D"	"5/2"	"2s2.8f"	"2F*"	"7/2"		"T7476"	"L21568"
C	2	"462.164"	"0.003"	"70*"	"5.5e+05"	D+	"20.844765"	"23.527470"	"2s2.4d"	"2D"	"5/2"	"2s2.8f"	"2F*"	"5/2"		"T7476"	"L21568"
O	2	"462.2566"	"0.0010"	"6"	""		"29.0686699"	"31.7508339"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f F"	"2[2]*"	"5/2"		""	"L10621"
N	2	"462.268"	"0.010"	"450"	"9.04e+07"	B+	"18.466228"	"21.148308"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3P"	"0"		"T7333"	"L3513"
C	2	"462.686"	"0.003"	"47h"	"1.78e+07"	C+	"24.789558"	"27.469200"	"2s.2p.(3P*).3d"	"2F*"	"5/2"	"2s.2p.(3P*).4f"	"4G"	"7/2"		"T10528"	"L1176"
C	2	"462.874"	"0.004"	"28h"	"9.39e+06"	C+	"24.794748"	"27.473311"	"2s.2p.(3P*).3d"	"2F*"	"7/2"	"2s.2p.(3P*).4f"	"2G"	"7/2"		"T2440"	"L1176"
C	2	"463.128"	"0.004"	"36h"	"1.04e+07"	C+	"24.794748"	"27.471868"	"2s.2p.(3P*).3d"	"2F*"	"7/2"	"2s.2p.(3P*).4f"	"4G"	"9/2"		"T10528"	"L1176"
N	2	"463.184"	"0.010"	"870"	"7.48e+07"	B+	"18.483133"	"21.159916"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.3p"	"3P"	"2"		"T7333"	"L3513"
B	3	"463.379"	"0.003"	"100*"	"1.98e+07"	A	"30.269857"	"32.94555"	"1s2.4d"	"2D"	"5/2"	"1s2.5p"	"2P*"	"3/2"		"T5118LS"	"L482"
B	3	"463.379"	"0.003"	"100*"	"2.20e+07"	A	"30.269704"	"32.94528"	"1s2.4d"	"2D"	"3/2"	"1s2.5p"	"2P*"	"1/2"		"T5118LS"	"L482"
N	3	"463.544"	"0.010"	"90"	"6.36e+07"	B	"30.45863"	"33.13334"	"2s2.3p"	"2P*"	"1/2"	"2s2.3d"	"2D"	"3/2"		"T6335n"	"L3513"
C	2	"463.893"	"0.004"	"32hql"	"4.57e+06"	B	"20.149652"	"22.822350"	"2s2.4p"	"2P*"	"1/2"	"2s2.6d"	"2D"	"3/2"		"T5109LS"	"L1176"
O	2	"464.01540"	"0.00010"	"20"	"3.61e+07"	B	"22.9662478"	"25.6382319"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"		"T6172,T6632"	"L6915"
C	2	"464.021"	"0.004"	"35hql"	"5.48e+06"	B	"20.150477"	"22.822436"	"2s2.4p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"T5109LS"	"L1176"
N	3	"464.194"	"0.010"	"120"	"7.60e+07"	B	"30.46308"	"33.13403"	"2s2.3p"	"2P*"	"3/2"	"2s2.3d"	"2D"	"5/2"		"T6335n"	"L3513"
O	2	"464.31102"	"0.00010"	"22"	"5.85e+07"	B	"22.9793029"	"25.6495863"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"		"T6172,T6632"	"L6915"
N	2	"464.438"	"0.010"	"550"	"4.39e+07"	B+	"18.483133"	"21.152682"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.3p"	"3P"	"1"		"T7333"	"L3513"
O	2	"464.4686"	"0.0010"	"3"	""		"30.471394"	"33.140757"	"2s2.2p2.(3P).4p"	"4D*"	"1/2"	"2s2.2p2.(3P).6s"	"2P"	"3/2"		""	"L10621"
B	4	"464.843"	"0.015"	"320*"	"1.8494e+08"	AAA	"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"4"		"T8636c73"	"L12548"
B	4	"464.843"	"0.015"	"320*"	""		"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"2"	"1s.6f"	"3F*"	"3"		""	"L12548"
B	4	"464.843"	"0.015"	"320*"	""		"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"3"		""	"L12548"
B	4	"464.843"	"0.015"	"320*"	""		"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"1"	"1s.6f"	"3F*"	"2"		""	"L12548"
B	4	"464.843"	"0.015"	"320*"	""		"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"2"	"1s.6f"	"3F*"	"2"		""	"L12548"
B	4	"464.843"	"0.015"	"320*"	""		"[250.66009]"	"[253.32738]"	"1s.5d"	"3D"	"3"	"1s.6f"	"3F*"	"2"		""	"L12548"
C	3	"464.872"	"0.010"	"600"	"7.26e+07"	B+	"29.534648"	"32.201709"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"2"		"T5633,T2966,LS"	"L1113"
O	2	"464.9104"	"0.0010"	"4*"	""		"29.0622429"	"31.729090"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f D"	"2[1]*"	"1/2"		""	"L10621"
O	2	"464.9104"	"0.0010"	"4*"	""		"29.0622429"	"31.729084"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f D"	"2[1]*"	"3/2"		""	"L10621"
O	2	"465.04365"	"0.00010"	"24"	"7.84e+07"	B	"22.9989602"	"25.6650368"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"		"T6172,T6632"	"L6915"
C	3	"465.155"	"0.010"	"520"	"7.25e+07"	B+	"29.534648"	"32.200087"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"1"		"T5633,T2966,LS"	"L1113"
O	2	"465.21416"	"0.00010"	"20"	"6.70e+07"	B	"22.9662478"	"25.6313478"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"		"T6172,T6632"	"L6915"
C	3	"465.277"	"0.010"	"375"	"7.24e+07"	B+	"29.534648"	"32.199384"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"0"		"T5633,T2966,LS"	"L1113"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66662]"	"[253.32770]"	"1s.5f"	"3F*"	"2"	"1s.6g"	"3G"	"4"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66662]"	"[253.32770]"	"1s.5f"	"3F*"	"3"	"1s.6g"	"3G"	"4"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66662]"	"[253.32770]"	"1s.5f"	"3F*"	"4"	"1s.6g"	"3G"	"4"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66670]"	"[253.32770]"	"1s.5f"	"1F*"	"3"	"1s.6g"	"3G"	"4"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66711]"	"[253.32802]"	"1s.5g"	"3G"	"3"	"1s.6h"	"3H*"	"5"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66711]"	"[253.32802]"	"1s.5g"	"3G"	"4"	"1s.6h"	"3H*"	"5"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66711]"	"[253.32802]"	"1s.5g"	"3G"	"5"	"1s.6h"	"3H*"	"5"		""	"L12548"
B	4	"465.945"	"0.015"	"1100*"	""		"[250.66711]"	"[253.32802]"	"1s.5g"	"1G"	"4"	"1s.6h"	"3H*"	"5"		""	"L12548"
C	4	"465.960"	"0.010"	"200w"	""		""	""	""	""	""	""	""	""		""	"L3492"
O	2	"466.29382"	"0.00010"	"21"	"4.04e+07"	B	"22.9793029"	"25.6382319"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"		"T6172,T6632"	"L6915"
C	3	"466.717"	"0.010"	"200"	"6.78e+07"	B	"38.226472"	"40.882992"	"1s2.2p.(2P*).3s"	"3P*"	"2"	"1s2.2p.(2P*).3p"	"3P"	"2"		"T5633LS"	"L1113"
O	2	"467.0573"	"0.0010"	"5"	""		"29.0622429"	"31.7168283"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f D"	"2[2]*"	"5/2"		""	"L10621"
O	2	"467.0734"	"0.0010"	"5"	""		"29.0622429"	"31.7167360"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f D"	"2[2]*"	"3/2"		""	"L10621"
C	1	"467.271"	"0.010"	"600w"	""		"8.53709962"	"11.19047"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.(2P*<1/2>).15s"	"2[1/2]*"	"1"		""	"L2138"
O	2	"467.50404"	"0.00010"	"14"	"1.24e+07"	B	"22.9793029"	"25.6313478"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"		"T6172,T6632"	"L6915"
O	2	"467.75439"	"0.00010"	"20"	"2.05e+07"	B	"22.9989602"	"25.6495863"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"		"T6172,T6632"	"L6915"
C	1	"467.797"	"0.010"	"5300d"	"2.7e+03"	E	"7.48779869"	"10.13817190"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.4p"	"1D"	"2"		"T9787"	"L2138"
O	2	"467.8377"	"0.0010"	"8"	""		"29.0686699"	"31.718825"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f G"	"2[4]*"	"7/2"		""	"L10621"
C	1	"467.886"	"0.020"	"890w,bl(Fe)*"	""		"8.53709962"	"11.187064"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.(2P*<3/2>).14s"	"2[3/2]*"	"1"		""	"L2138"
C	1	"467.886"	"0.020"	"890w,bl(Fe)*"	""		"8.53709962"	"11.18697"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.(2P*<3/2>).13d"	"2[5/2]*"	"2"		""	"L2138"
O	2	"468.1893"	"0.0010"	"2"	""		"29.0686699"	"31.7168283"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f D"	"2[2]*"	"5/2"		""	"L10621"
B	4	"468.631"	"0.015"	"110*"	""		"[253.32770]"	"[255.97347]"	"1s.6g"	"3G"	"4"	"1s.8h"	"3H*"	"5"		""	"L12548"
B	4	"468.631"	"0.015"	"110*"	""		"[253.32738]"	"[255.97311]"	"1s.6f"	"3F*"	"2"	"1s.8g"	"3G"	"4"		""	"L12548"
B	4	"468.631"	"0.015"	"110*"	""		"[253.32738]"	"[255.97311]"	"1s.6f"	"3F*"	"3"	"1s.8g"	"3G"	"4"		""	"L12548"
B	4	"468.631"	"0.015"	"110*"	""		"[253.32738]"	"[255.97311]"	"1s.6f"	"3F*"	"4"	"1s.8g"	"3G"	"4"		""	"L12548"
B	4	"468.631"	"0.015"	"110*"	""		"[253.32802]"	"[255.97370]"	"1s.6h"	"3H*"	"5"	"1s.8i"	"3I"	"6"		""	"L12548"
O	2	"469.2209"	"0.0010"	"6"	"1.86e+07"	D	"28.823901"	"31.466247"	"2s2.2p2.(1D).3p"	"2P*"	"1/2"	"2s2.2p2.(1D).3d"	"2P"	"3/2"		"T5723LS"	"L10621"
O	2	"469.2729"	"0.0010"	"9"	"7.43e+07"	D	"28.823901"	"31.465948"	"2s2.2p2.(1D).3p"	"2P*"	"1/2"	"2s2.2p2.(1D).3d"	"2P"	"1/2"		"T5723LS"	"L10621"
O	2	"469.4508"	"0.0010"	"4"	""		"29.0686699"	"31.7097189"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4f G"	"2[3]*"	"5/2"		""	"L10621"
O	2	"469.7661"	"0.0010"	"12*"	"3.15e+06"	B	"22.9989602"	"25.6382319"	"2s2.2p2.(3P).3s"	"4P"	"5/2"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"		"T6172,T6632"	"L10621"
O	2	"469.7661"	"0.0010"	"12*"	""		"29.0622429"	"31.7015121"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4f D"	"2[3]*"	"5/2"		""	"L10621"
O	2	"469.9761"	"0.0010"	"6"	"6.59e+06"	D	"28.509803"	"31.147904"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2F"	"5/2"		"T5723LS"	"L10621"
O	2	"470.0318"	"0.0010"	"15"	"9.88e+07"	D	"28.509803"	"31.147582"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2F"	"7/2"		"T5723LS"	"L10621"
O	2	"470.0535"	"0.0010"	"17"	"9.36e+07"	B	"26.2254001"	"28.8630624"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).3d"	"2F"	"5/2"		"T6172"	"L10621"
O	2	"470.2500"	"0.0010"	"11"	"9.23e+07"	C	"28.829685"	"31.466247"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"	"2s2.2p2.(1D).3d"	"2P"	"3/2"		"T5723LS"	"L10621"
C	1	"470.302"	"0.010"	"1500w"	""		"8.53709962"	"11.173440"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L2138"
O	2	"470.3024"	"0.0010"	"5"	"3.69e+07"	D	"28.829685"	"31.465948"	"2s2.2p2.(1D).3p"	"2P*"	"3/2"	"2s2.2p2.(1D).3d"	"2P"	"1/2"		"T5723LS"	"L10621"
O	2	"470.4479"	"0.0010"	"14"	"9.20e+07"	D	"28.512453"	"31.147904"	"2s2.2p2.(1D).3p"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2F"	"5/2"		"T5723LS"	"L10621"
C	1	"470.515"	"0.020"	"590i"	""		"8.53709962"	"11.17232"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.(2P*<3/2>).12d"	"2[5/2]*"	"2"		""	"L2138"
